799811,Pantry,Woolworths Free From Lactose Full Cream Long Life Milk UHT 1L,$2.00,$2.00 / 1L,$2.00,$2.00 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/799811/woolworths-free-from-lactose-full-cream-long-life-milk-uht,"Ultra Heat Treated Full Cream Milk, Enzyme (Lactas e).",
33282,Pantry,Essentials Plain Flour 1kg,$1.30,$1.30 / 1KG,$1.30,$1.30 / 1KG,,LOWER SHELF PRICE,WAS $1.40 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/33282/essentials-plain-flour,Wheat Flour.,
694751,Pantry,Essentials Coconut Milk 400mL,$1.10,$0.28 / 100ML,$1.10,$0.28 / 100ML,,,,https://www.woolworths.com.au/shop/productdetails/694751/essentials-coconut-milk,"Coconut Extract (50%), Water, Thickener (Guar Gum)",
200695,Pantry,Weet-Bix Breakfast Cereal 1.2kg,$6.00,$0.50 / 100G,$6.00,$0.50 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/200695/weet-bix-breakfast-cereal,"Wholegrain Wheat (97%), Raw Sugar, Salt, Barley Malt Extract, Vitamins (Niacin, Thiamin, Riboflavin, Folate), Mineral (Iron).",
84763,Pantry,Woolworths Sweetened Condensed Milk 397g,$2.20,$0.55 / 100G,$2.20,$0.55 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/84763/woolworths-sweetened-condensed-milk,"Milk, Sugar (45%), Lactose (Milk)",
360346,Pantry,Woolworths Microwave Jasmine Rice 250g,$1.80,$0.72 / 100G,$1.80,$0.72 / 100G,,LOWER SHELF PRICE,RANGE WAS $1.90 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/360346/woolworths-microwave-jasmine-rice,"Cooked Rice (98%) (Water, Jasmine Rice), Vegetable Oil, Stabiliser (471)",
94706,Pantry,Essentials White Vinegar 2L,$1.85,$0.09 / 100ML,$1.85,$0.09 / 100ML,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/94706/essentials-white-vinegar,Vinegar,
31370,Pantry,Essentials Coconut Cream 400mL,$1.10,$0.28 / 100ML,$1.10,$0.28 / 100ML,,,,https://www.woolworths.com.au/shop/productdetails/31370/essentials-coconut-cream,"Coconut Extract (76%), Water, Thickener (Guar Gum)",
35007,Pantry,Essentials Long Grain Rice 1kg,$1.80,$0.18 / 100G,$1.80,$0.18 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/35007/essentials-long-grain-rice-long-grain,Long Grain Rice,
83235,Pantry,Deep Cove Sardines In Springwater 125g,$1.00,$8.00 / 1KG,$1.00,$8.00 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/83235/deep-cove-sardines-in-springwater,"Sardines (Fish) (67%), Springwater (33%), Salt",
907050,Pantry,Woolworths Chickpeas 420g,$1.10,$2.62 / 1KG,$1.10,$2.62 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/907050/woolworths-chickpeas,,
344550,Pantry,Mutti Polpa Finely Chopped Tomatoes 400g,$1.60,$4.00 / 1KG,$1.60,$4.00 / 1KG,$2.30,SAVE $0.70,,https://www.woolworths.com.au/shop/productdetails/344550/mutti-polpa-finely-chopped-tomatoes,"Tomatoes 99.8%, Salt - Only Italian tomatoes.",
346830,Pantry,Woolworths Pasta Spaghetti 500g,$1.00,$0.20 / 100G,$1.00,$0.20 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/346830/woolworths-pasta-spaghetti,100 % Australian Durum Wheat Semolina,
177972,Pantry,Indomie Mi Goreng Instant Noodles 5 pack,$3.95,$0.93 / 100G,$3.95,$0.93 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/177972/indomie-mi-goreng-instant-noodles,"Noodles: Wheat Flour (62%), Refined Palm Oil (Contains Antioxidant 319), Salt, Acidity Regulators (451, 501, 500), Thickener (412), Colour (101).
Seasoning Powder: Salt, Sugar, Flavour Enhancers (621, 631, 627), Garlic Powder, Onion Powder, Yeast Extract, Artificial Flavour, Pepper, Anti Caking Agent (551).
Seasoning Oil: Refined Palm Oil (Contains Antioxidant 319), Onion.
Sweet Soy Sauce: Sugar, Water, Salt, Wheat, Soy Bean, Spices, Sesame Oil.
Chilli Sauce: Chilli, Water, Sugar, Salt, Tapioca Starch, Acidity Regulators (260, 330), Herbs, Flavour Enhancers (621, 627, 631), Flavours, Preservatives 1211, 223). Fried Onion: Onion, Refined Palm Oil (Contains Antioxidant 319).",
748595,Pantry,Woolworths Full Cream Long Life Milk UHT 1L,$1.65,$1.65 / 1L,$1.65,$1.65 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/748595/woolworths-full-cream-long-life-milk-uht,Ultra Heat Treated Homogenised Full Cream Milk.,
770320,Pantry,Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG,$1.10,$2.75 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/770320/woolworths-diced-italian-tomatoes,"Tomato (60%), Tomato Juice, Acidity Regulator (Cit ric Acid)",
748597,Pantry,Woolworths Skim Long Life Milk UHT 1L,$1.65,$1.65 / 1L,$1.65,$1.65 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/748597/woolworths-skim-long-life-milk-uht,Ultra Heat Treated Homogenised Skim Milk,
799813,Pantry,Woolworths Free From Lactose Lite Long Life Milk UHT 1L,$2.00,$2.00 / 1L,$2.00,$2.00 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/799813/woolworths-free-from-lactose-lite-long-life-milk-uht,"Ultra Heat Treated Homogenised Reduced Fat Milk, E nzyme (Lactase)",
748596,Pantry,Woolworths Lite Long Life Milk UHT 1L,$1.65,$1.65 / 1L,$1.65,$1.65 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/748596/woolworths-lite-long-life-milk-uht,Ultra Heat Treated Homogenised Reduced Fat Milk,
33557,Pantry,Devondale 100% Pure Full Cream Long Life Milk UHT 1L,$2.20,$2.20 / 1L,$2.20,$2.20 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/33557/devondale-100-pure-full-cream-long-life-milk-uht,"Pure, Natural Full Cream Milk",
63005,Pantry,La Gina Italian Tomato Paste Passata 680g,$1.95,$0.29 / 100G,$1.95,$0.29 / 100G,,LOWER SHELF PRICE,WAS $2.20 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/63005/la-gina-italian-tomato-paste-passata,"Tomato (99%), Acidity Regulator (Citric Acid)",
38609,Pantry,Sirena Tuna In Oil Italian Style 95g,$2.95,$31.05 / 1KG,$2.95,$31.05 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/38609/sirena-tuna-in-oil-italian-style,"POLE & LINE CAUGHT YELLOWFIN TUNA (FISH)(73.5%), O IL (SUNFLOWER OIL AND EXTRA VIRGIN OLIVE OIL) (25% ), SEA SALT",
476700,Pantry,Woolworths Tuna In Springwater 95g,$1.10,$11.58 / 1KG,$1.10,$11.58 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/476700/woolworths-tuna-in-springwater,"Skipjack Tuna (Fish) (65%), Spring Water (35%)",
218926,Pantry,Woolworths Corn Sweet Kernels 420g,$1.20,$2.86 / 1KG,$1.20,$2.86 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/218926/woolworths-corn-sweet-kernels,"Sweetcorn (62%), Water",
799811,Pantry,Woolworths Free From Lactose Full Cream Long Life Milk UHT 1L,$2.00,$2.00 / 1L,$2.00,$2.00 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/799811/woolworths-free-from-lactose-full-cream-long-life-milk-uht,"Ultra Heat Treated Full Cream Milk, Enzyme (Lactas e).",
33282,Pantry,Essentials Plain Flour 1kg,$1.30,$1.30 / 1KG,$1.30,$1.30 / 1KG,,LOWER SHELF PRICE,WAS $1.40 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/33282/essentials-plain-flour,Wheat Flour.,
694751,Pantry,Essentials Coconut Milk 400mL,$1.10,$0.28 / 100ML,$1.10,$0.28 / 100ML,,,,https://www.woolworths.com.au/shop/productdetails/694751/essentials-coconut-milk,"Coconut Extract (50%), Water, Thickener (Guar Gum)",
200695,Pantry,Weet-Bix Breakfast Cereal 1.2kg,$6.00,$0.50 / 100G,$6.00,$0.50 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/200695/weet-bix-breakfast-cereal,"Wholegrain Wheat (97%), Raw Sugar, Salt, Barley Malt Extract, Vitamins (Niacin, Thiamin, Riboflavin, Folate), Mineral (Iron).",
84763,Pantry,Woolworths Sweetened Condensed Milk 397g,$2.20,$0.55 / 100G,$2.20,$0.55 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/84763/woolworths-sweetened-condensed-milk,"Milk, Sugar (45%), Lactose (Milk)",
360346,Pantry,Woolworths Microwave Jasmine Rice 250g,$1.80,$0.72 / 100G,$1.80,$0.72 / 100G,,LOWER SHELF PRICE,RANGE WAS $1.90 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/360346/woolworths-microwave-jasmine-rice,"Cooked Rice (98%) (Water, Jasmine Rice), Vegetable Oil, Stabiliser (471)",
94706,Pantry,Essentials White Vinegar 2L,$1.85,$0.09 / 100ML,$1.85,$0.09 / 100ML,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/94706/essentials-white-vinegar,Vinegar,
31370,Pantry,Essentials Coconut Cream 400mL,$1.10,$0.28 / 100ML,$1.10,$0.28 / 100ML,,,,https://www.woolworths.com.au/shop/productdetails/31370/essentials-coconut-cream,"Coconut Extract (76%), Water, Thickener (Guar Gum)",
35007,Pantry,Essentials Long Grain Rice 1kg,$1.80,$0.18 / 100G,$1.80,$0.18 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/35007/essentials-long-grain-rice-long-grain,Long Grain Rice,
83235,Pantry,Deep Cove Sardines In Springwater 125g,$1.00,$8.00 / 1KG,$1.00,$8.00 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/83235/deep-cove-sardines-in-springwater,"Sardines (Fish) (67%), Springwater (33%), Salt",
907050,Pantry,Woolworths Chickpeas 420g,$1.10,$2.62 / 1KG,$1.10,$2.62 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/907050/woolworths-chickpeas,,
344550,Pantry,Mutti Polpa Finely Chopped Tomatoes 400g,$1.60,$4.00 / 1KG,$1.60,$4.00 / 1KG,$2.30,SAVE $0.70,,https://www.woolworths.com.au/shop/productdetails/344550/mutti-polpa-finely-chopped-tomatoes,"Tomatoes 99.8%, Salt - Only Italian tomatoes.",
346830,Pantry,Woolworths Pasta Spaghetti 500g,$1.00,$0.20 / 100G,$1.00,$0.20 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/346830/woolworths-pasta-spaghetti,100 % Australian Durum Wheat Semolina,
177972,Pantry,Indomie Mi Goreng Instant Noodles 5 pack,$3.95,$0.93 / 100G,$3.95,$0.93 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/177972/indomie-mi-goreng-instant-noodles,"Noodles: Wheat Flour (62%), Refined Palm Oil (Contains Antioxidant 319), Salt, Acidity Regulators (451, 501, 500), Thickener (412), Colour (101).
Seasoning Powder: Salt, Sugar, Flavour Enhancers (621, 631, 627), Garlic Powder, Onion Powder, Yeast Extract, Artificial Flavour, Pepper, Anti Caking Agent (551).
Seasoning Oil: Refined Palm Oil (Contains Antioxidant 319), Onion.
Sweet Soy Sauce: Sugar, Water, Salt, Wheat, Soy Bean, Spices, Sesame Oil.
Chilli Sauce: Chilli, Water, Sugar, Salt, Tapioca Starch, Acidity Regulators (260, 330), Herbs, Flavour Enhancers (621, 627, 631), Flavours, Preservatives 1211, 223). Fried Onion: Onion, Refined Palm Oil (Contains Antioxidant 319).",
346833,Pantry,Woolworths Pasta Spirals 500g,$1.00,$0.20 / 100G,$1.00,$0.20 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/346833/woolworths-pasta-spirals,Durum Wheat Semolina.,
120207,Pantry,Sanitarium So Good Oat No Added Sugar Long Life Milk UHT 1L,$2.80,$2.80 / 1L,$2.80,$2.80 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/120207/sanitarium-so-good-oat-no-added-sugar-long-life-milk-uht,"Filtered water, milled oats (9%), vegetable oils, minerals (calcium, phosphorus), salt, natural flavour, antioxidant (ascorbic acid), vitamins (B12, A, B2, D, B1).",
926885,Pantry,Vitasoy Unsweetened Almond Long Life Milk UHT 1L,$3.30,$3.30 / 1L,$3.30,$3.30 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/926885/vitasoy-unsweetened-almond-long-life-milk-uht,"Filtered Water, Whole Almonds (Min. 3.8%), Mineral (Calcium Phosphate), Emulsifier (Sunflower Lecithin), Sea Salt, Natural Flavour, Vegetable Gum (Gellan).",
311488,Pantry,Essentials Diced Tomatoes 400g,$0.95,$2.38 / 1KG,$0.95,$2.38 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/311488/essentials-diced-tomatoes,"Tomato (60%), Tomato Juice, Acidity Regulator (Cit ric Acid)",
38153,Pantry,Annalisa Tomatoes Diced 400g,$1.50,$3.75 / 1KG,$1.50,$3.75 / 1KG,,LOWER SHELF PRICE,RANGE WAS $1.70 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/38153/annalisa-tomatoes-diced,"Diced Tomatoes, Tomato Juice",
56731,Pantry,Bonsoy Soy Long Life Milk UHT 1L,$4.50,$4.50 / 1L,$4.50,$4.50 / 1L,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/56731/bonsoy-soy-long-life-milk-uht,"Filtered Water, Organic Whole Soybeans Min 14% (Certif, Usda, Nop), Tapioca Syrup, Sea Salt, Job's Tears (Hato Mugi), Calcium Carbonate.",
43974,Pantry,San Remo Spaghetti Pasta No 5 500g,$2.95,$0.59 / 100G,$2.95,$0.59 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/43974/san-remo-spaghetti-pasta-no-5,Durum Wheat Semolina.,
230519,Pantry,Woolworths Tomato Sauce Squeeze 500mL,$2.00,$0.40 / 100ML,$2.00,$0.40 / 100ML,,LOWER SHELF PRICE,WAS $2.10 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/230519/woolworths-tomato-sauce-squeeze,"Reconstituted Tomato Puree (78%), Sugar, Thickener (Modified Corn Starch), Salt, Acidity Regulators (Acetic Acid, Citric Acid), Natural Flavour, Spice Extract.",
907377,Pantry,Woolworths Black Beans 420g,$1.10,$2.62 / 1KG,$1.10,$2.62 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/907377/woolworths-black-beans,"Black Beans (60%), Water, Salt",
883382,Pantry,Leggo's Australian Grown Crushed Tomatoes 410g,$2.00,$4.88 / 1KG,$2.00,$4.88 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/883382/leggo-s-australian-grown-crushed-tomatoes,"Crushed tomato (63%), tomato puree (from paste).",
24318,Pantry,Sanitarium So Good Soy Regular Long Life Milk UHT 1L,$2.20,$2.20 / 1L,$2.20,$2.20 / 1L,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/24318/sanitarium-so-good-soy-regular-long-life-milk-uht,"Filtered water, soy protein (3.5%), corn maltodextrin, vegetable oils (sunflower, canola), cane sugar, minerals (calcium, phosphorus, magnesium), acidity regulators (332, 450), antioxidant (ascorbic acid), vitamins (B12, D2, A, B2, B1), natural flavour. (All ingredients are of non-animal origin.)",
29767,Pantry,Woolworths Taco Seasoning Mix 35g,$1.45,$0.41 / 10G,$1.45,$0.41 / 10G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/29767/woolworths-taco-seasoning-mix,"Maize Flour, Sugar, Salt, Onion, Red Bell Pepper, Garlic, Spices, Paprika,Food Acid (330), Vegetable Oil (Canola), Spice Extract, Chilli, Pepper.",
62735,Pantry,Fantastic Chicken Noodle Cup 70g,$2.50,$3.57 / 100G,$2.50,$3.57 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/62735/fantastic-chicken-noodle-cup,"Noodles: Wheat Flour (Gluten), Vegetable Oil (Antioxidant (320)), Salt.Flavour Sachet: Salt, Flavour Enhancers (621, 635), Flavours (Flavour Enhancers (621, 635), Wheat (Gluten), Soy), Maltodextrin, Sugar, Onion Powder, Herbs, Yeast Extract, Colour (Curcumin), Vegetable Oil (Antioxidant (320)).Vegetable Sachet: Dehydrated Vegetables.",
779130,Pantry,Woolworths Soy Long Life Milk UHT 1L,$1.90,$1.90 / 1L,$1.90,$1.90 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/779130/woolworths-soy-long-life-milk-uht,,
907049,Pantry,Woolworths Red Kidney Beans 420g,$1.10,$2.62 / 1KG,$1.10,$2.62 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/907049/woolworths-red-kidney-beans,"Red Kidney Beans (60%), Water, Salt",
236393,Pantry,Woolworths Diced Italian Tomatoes 800g,$2.00,$2.50 / 1KG,$2.00,$2.50 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/236393/woolworths-diced-italian-tomatoes,"Tomato (60%), Tomato Juice, Acidity Regulator (Cit ric Acid)",
77750,Pantry,Campbell's Real Stock Chicken Liquid Stock 1L,$4.50,$0.45 / 100ML,$4.50,$0.45 / 100ML,,,2 FOR $7.00 - $0.35/100ML,https://www.woolworths.com.au/shop/productdetails/77750/campbell-s-real-stock-chicken-liquid-stock,"Chicken Stock (98%) (Water, Chicken, Carrots, Celery, Cabbage, Onions, Parsley, Sage Extract, Natural Antioxidant (Rosemary Extract)), Salt, Sugar, Glucose, Yeast Extract.",
178886,Pantry,Essentials Tuna Chunks In Spring Water 425g,$3.30,$7.76 / 1KG,$3.30,$7.76 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/178886/essentials-tuna-chunks-in-spring-water,"Skipjack Tuna (Fish) (63%), Springwater (37%)",
563001,Pantry,Woolworths Pineapple Slices In Juice 425g,$2.00,$4.71 / 1KG,$2.00,$4.71 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/563001/woolworths-pineapple-slices-in-juice,,
188800,Pantry,Essentials Pasta Penne 500g,$0.90,$0.18 / 100G,$0.90,$0.18 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/188800/essentials-pasta-penne,"Durum Wheat Semolina, Wheat Flour.",
47682,Pantry,Woolworths Baked Beans In Tomato Sauce 420g,$1.10,$0.26 / 100G,$1.10,$0.26 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/47682/woolworths-baked-beans-in-tomato-sauce,"Navy Beans (49%) (Navy Beans, Water), Water, Tomato Puree (19%) (Water, Tomato Paste), Sugar, Thickener (Modified Maize Starch), Salt, Paprika Powder, Onion Powder, Natural Extracts, Paprika Extract",
93444,Pantry,Old El Paso Taco Spice Mix Taco Spice Mix 30g,$2.70,$9.00 / 100G,$2.70,$9.00 / 100G,$3.00,SAVE $0.30,,https://www.woolworths.com.au/shop/productdetails/93444/old-el-paso-taco-spice-mix-taco-spice-mix,"Sugar, Maize Flour, Sugar, Garlic (8%), Paprika (7%), Cumin, Tomato (6%), Onion, Food Acid (Citric Acid), Oregano, Chili Powder, Anticaking Agent (Silicon Dioxide), Colour (Paprika Extract), Ground Bay Leaves.",
360348,Pantry,Woolworths Microwave Basmati Rice 250g,$1.80,$0.72 / 100G,$1.80,$0.72 / 100G,,LOWER SHELF PRICE,RANGE WAS $1.90 - 13/05/2025,https://www.woolworths.com.au/shop/productdetails/360348/woolworths-microwave-basmati-rice,"Cooked Rice (98%) (Water, Basmati Rice), Vegetable Oil, Stabiliser (471)",
476701,Pantry,Woolworths Tuna In Oil 95g,$1.10,$11.58 / 1KG,$1.10,$11.58 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/476701/woolworths-tuna-in-oil,"Skipjack Tuna (Fish) (65%), Vegetable Oils (21%), Water, Salt",
700638,Pantry,Macro Organic Chickpeas 425g,$1.50,$3.53 / 1KG,$1.50,$3.53 / 1KG,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/700638/macro-organic-chickpeas,"Organic Chickpeas (60%), Water",
34004,Pantry,Essentials Tomato Paste 500g,$1.40,$0.28 / 100G,$1.40,$0.28 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/34004/essentials-tomato-paste,"Tomato Paste (99%), Salt",
58537,Pantry,Essentials White Sugar 1kg,$1.80,$0.18 / 100G,$1.80,$0.18 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/58537/essentials-white-sugar,Cane Sugar.,
552488,Pantry,Woolworths Brown Rice Microwave Cups 2 pack,$2.20,$0.88 / 100G,$2.20,$0.88 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/552488/woolworths-brown-rice-microwave-cups,"Cooked Rice (99%) (Water, Brown Rice), Vegetable O il, Antioxidant (307), Stabiliser (471)",
85488,Pantry,Sirena Tuna In Chilli Oil 95g,$2.95,$31.05 / 1KG,$2.95,$31.05 / 1KG,,,,https://www.woolworths.com.au/shop/productdetails/85488/sirena-tuna-in-chilli-oil,"Pole & Line Caught Yellowfin Tuna (FISH) (73.5%), Oil (Sunflower Oil & Extra Virgin Olive Oil (25%), Sea Salt, Chilli 1%, Natural colour (Paprika Oleo resins).",
858008,Pantry,Pureharvest Unsweetened Almond Long Life Milk UHT 1L,$2.60,$2.60 / 1L,$2.60,$2.60 / 1L,$3.40,SAVE $0.80,,https://www.woolworths.com.au/shop/productdetails/858008/pureharvest-unsweetened-almond-long-life-milk-uht,"filtered water, organic activated almonds (7%),,organic brown rice, sea sale, natural almond,essence.",
744490,Pantry,Sanitarium So Good Unsweetened Almond Long Life Milk UHT 1L,$2.90,$2.90 / 1L,$2.90,$2.90 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/744490/sanitarium-so-good-unsweetened-almond-long-life-milk-uht,"Filtered Water, Ground Almonds (2.5%), Mineral (Calcium), Emulsifier (Sunflower Lecithin), Natural Flavour, Salt, Mineral Salt (Sodium Bicarbonate), Vegetable Gum (Gellan), Antioxidant (Ascorbic Acid), Vitamins (B12, B2, B1). All ingredients are of non-animal origin.",
720343,Pantry,Essentials Caster Sugar 1kg,$2.20,$0.22 / 100G,$2.20,$0.22 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/720343/essentials-caster-sugar,Cane Sugar (100%).,
148781,Pantry,Vitasoy Oat Milky Long Life Milk UHT 1L,$3.00,$3.00 / 1L,$3.00,$3.00 / 1L,,,,https://www.woolworths.com.au/shop/productdetails/148781/vitasoy-oat-milky-long-life-milk-uht,"Filtered water, whole oats (min.8%), sunflower oil, oat flour, gum arabic, minerals (calcium phosphate, calcium carbonate), acidity regulator (potassium phosphate), natural flavour, sea salt. Vitamin D. Contains gluten.",
35742,Pantry,San Remo Penne Pasta No 18 500g,$2.95,$0.59 / 100G,$2.95,$0.59 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/35742/san-remo-penne-pasta-no-18,Durum Wheat Semolina.,
94699,Pantry,Essentials Packet Soup Mix French Onion 40g,$0.55,$1.38 / 100G,$0.55,$1.38 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/94699/essentials-packet-soup-mix-french-onion,"Onion (33%), Wheaten Corn Flour (Wheat), Salt, Sug ar, Potato Starch, Hydrolysed Vegetable Protein (W heat, Soy), Natural Colour (Caramel I), Yeast Extr act, Flavour Enhancer (635), Canola Oil.",
18169,Pantry,Essentials Raw Sugar 1kg,$1.80,$0.18 / 100G,$1.80,$0.18 / 100G,,EVERYDAY LOW PRICE,,https://www.woolworths.com.au/shop/productdetails/18169/essentials-raw-sugar,Cane Sugar (100%),
700648,Pantry,Macro Organic Passata 700g,$2.50,$0.36 / 100G,$2.50,$0.36 / 100G,,,,https://www.woolworths.com.au/shop/productdetails/700648/macro-organic-passata,"Organic Tomatoes (94% (from concentrate)), Salt,,Acidity Regulator (Citric Acid).",
83836,Pantry,Sanitarium So Good Barista Almond Long Life Milk UHT 1L,$3.00,$3.00 / 1L,$3.00,$3.00 / 1L,$4.00,SAVE $1.00,,https://www.woolworths.com.au/shop/productdetails/83836/sanitarium-so-good-barista-almond-long-life-milk-uht,"Filtered water, Australian ground almonds (3%), cane sugar, corn maltodextrin, vegetable oils (sunflower, canola), acidity regulator (potassium phosphate), mineral (calcium), emulsifier (322), salt, vegetable gums (410, 418), antioxidant (ascorbic acid), vitamins (B12, B2, B1).",
